,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,60_180,included,basic,0.60,{'n_neighbors': 51},0.61,0.64,0.59,0.58,0.78,316.00,624.00,352.00,"{'0': {'precision': 0.5891089108910891, 'recall': 0.37658227848101267, 'f1-score': 0.4594594594594595, 'support': 316}, '1': {'precision': 0.5804721030042919, 'recall': 0.8669871794871795, 'f1-score': 0.6953727506426736, 'support': 624}, '2': {'precision': 0.7784810126582279, 'recall': 0.3494318181818182, 'f1-score': 0.48235294117647054, 'support': 352}, 'micro avg': {'precision': 0.6060371517027864, 'recall': 0.6060371517027864, 'f1-score': 0.6060371517027864, 'support': 1292}, 'macro avg': {'precision': 0.649354008851203, 'recall': 0.5310004253833368, 'f1-score': 0.5457283837595345, 'support': 1292}, 'weighted avg': {'precision': 0.6365312109690081, 'recall': 0.6060371517027864, 'f1-score': 0.5796362390745627, 'support': 1292}}",6.23
1,clf,svc-rbf,basic,ALL_NO_1_1_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,316.00,624.00,352.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 316}, '1': {'precision': 0.48297213622291024, 'recall': 1.0, 'f1-score': 0.651356993736952, 'support': 624}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 352}, 'micro avg': {'precision': 0.48297213622291024, 'recall': 0.48297213622291024, 'f1-score': 0.48297213622291024, 'support': 1292}, 'macro avg': {'precision': 0.1609907120743034, 'recall': 0.3333333333333333, 'f1-score': 0.21711899791231734, 'support': 1292}, 'weighted avg': {'precision': 0.23326208436772136, 'recall': 0.48297213622291024, 'f1-score': 0.31458727870886843, 'support': 1292}}",8.75
2,clf,dtree,basic,ALL_NO_1_1_1,60_180,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,0.67,0.68,0.60,0.77,316.00,624.00,352.00,"{'0': {'precision': 0.6755555555555556, 'recall': 0.4810126582278481, 'f1-score': 0.5619223659889094, 'support': 316}, '1': {'precision': 0.6013590033975085, 'recall': 0.8509615384615384, 'f1-score': 0.7047113470471135, 'support': 624}, '2': {'precision': 0.7717391304347826, 'recall': 0.4034090909090909, 'f1-score': 0.5298507462686567, 'support': 352}, 'micro avg': {'precision': 0.6385448916408669, 'recall': 0.6385448916408669, 'f1-score': 0.6385448916408669, 'support': 1292}, 'macro avg': {'precision': 0.6828845631292823, 'recall': 0.5784610958661591, 'f1-score': 0.5988281531015599, 'support': 1292}, 'weighted avg': {'precision': 0.6659255012296009, 'recall': 0.6385448916408669, 'f1-score': 0.6221476864523694, 'support': 1292}}",0.48
3,clf,rforest,basic,ALL_NO_1_1_1,60_180,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.63,0.63,0.62,0.62,0.67,316.00,624.00,352.00,"{'0': {'precision': 0.6184738955823293, 'recall': 0.4873417721518987, 'f1-score': 0.5451327433628318, 'support': 316}, '1': {'precision': 0.6242197253433208, 'recall': 0.8012820512820513, 'f1-score': 0.7017543859649124, 'support': 624}, '2': {'precision': 0.6652892561983471, 'recall': 0.45738636363636365, 'f1-score': 0.5420875420875421, 'support': 352}, 'micro avg': {'precision': 0.6308049535603715, 'recall': 0.6308049535603715, 'f1-score': 0.6308049535603715, 'support': 1292}, 'macro avg': {'precision': 0.6359942923746656, 'recall': 0.5820033956901045, 'f1-score': 0.5963248904717621, 'support': 1292}, 'weighted avg': {'precision': 0.6340036205882867, 'recall': 0.6308049535603715, 'f1-score': 0.6199469803092685, 'support': 1292}}",19.39
4,clf,xgb,basic,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,0.64,0.64,0.63,0.67,316.00,624.00,352.00,"{'0': {'precision': 0.6428571428571429, 'recall': 0.5126582278481012, 'f1-score': 0.5704225352112676, 'support': 316}, '1': {'precision': 0.6301546391752577, 'recall': 0.7836538461538461, 'f1-score': 0.6985714285714285, 'support': 624}, '2': {'precision': 0.6666666666666666, 'recall': 0.5, 'f1-score': 0.5714285714285715, 'support': 352}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.646559482899689, 'recall': 0.5987706913339824, 'f1-score': 0.6134741784037558, 'support': 1292}, 'weighted avg': {'precision': 0.6432089927669384, 'recall': 0.6400928792569659, 'f1-score': 0.6325889703546356, 'support': 1292}}",0.91
5,clf,gboosting,basic,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,0.64,0.63,0.63,0.66,316.00,624.00,352.00,"{'0': {'precision': 0.6328125, 'recall': 0.5126582278481012, 'f1-score': 0.5664335664335663, 'support': 316}, '1': {'precision': 0.6302083333333334, 'recall': 0.7756410256410257, 'f1-score': 0.6954022988505748, 'support': 624}, '2': {'precision': 0.664179104477612, 'recall': 0.5056818181818182, 'f1-score': 0.5741935483870969, 'support': 352}, 'micro avg': {'precision': 0.6377708978328174, 'recall': 0.6377708978328174, 'f1-score': 0.6377708978328174, 'support': 1292}, 'macro avg': {'precision': 0.6423999792703151, 'recall': 0.5979936905569817, 'f1-score': 0.6120098045570793, 'support': 1292}, 'weighted avg': {'precision': 0.6401004603530336, 'recall': 0.6377708978328174, 'f1-score': 0.630836045284848, 'support': 1292}}",2.55
6,clf,ada,basic,ALL_NO_1_1_1,60_180,included,basic,0.64,{'n_estimators': 50},0.63,0.63,0.60,0.63,0.66,316.00,624.00,352.00,"{'0': {'precision': 0.602996254681648, 'recall': 0.509493670886076, 'f1-score': 0.5523156089193826, 'support': 316}, '1': {'precision': 0.6283422459893048, 'recall': 0.7532051282051282, 'f1-score': 0.6851311953352769, 'support': 624}, '2': {'precision': 0.6642599277978339, 'recall': 0.5227272727272727, 'f1-score': 0.5850556438791734, 'support': 352}, 'micro avg': {'precision': 0.6308049535603715, 'recall': 0.6308049535603715, 'f1-score': 0.6308049535603715, 'support': 1292}, 'macro avg': {'precision': 0.631866142822929, 'recall': 0.5951420239394923, 'f1-score': 0.607500816044611, 'support': 1292}, 'weighted avg': {'precision': 0.6319286939330995, 'recall': 0.6308049535603715, 'f1-score': 0.6253817221000052, 'support': 1292}}",0.78
0,reg,kn,basic,ALL_NO_1_1_1,60_180,included,basic,31.37,{'n_neighbors': 11},,,,,,,,,30.79,6.20
1,reg,svr-rbf,basic,ALL_NO_1_1_1,60_180,included,basic,38.42,"{'C': 5, 'gamma': 1}",,,,,,,,,37.48,6.32
2,reg,dtree,basic,ALL_NO_1_1_1,60_180,included,basic,28.81,"{'max_depth': 4, 'min_samples_leaf': 20}",,,,,,,,,27.43,0.57
