,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,{'n_neighbors': 141},0.74,0.55,0.74,1.00,0.00,0.00,954.00,338.00,"{'0': {'precision': 0.7383900928792569, 'recall': 1.0, 'f1-score': 0.8495102404274265, 'support': 954}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.36919504643962847, 'recall': 0.5, 'f1-score': 0.42475512021371326, 'support': 1292}, 'weighted avg': {'precision': 0.5452199292622377, 'recall': 0.7383900928792569, 'f1-score': 0.6272699453310874, 'support': 1292}}",8.03
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,954.00,338.00,"{'0': {'precision': 0.7383900928792569, 'recall': 1.0, 'f1-score': 0.8495102404274265, 'support': 954}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.36919504643962847, 'recall': 0.5, 'f1-score': 0.42475512021371326, 'support': 1292}, 'weighted avg': {'precision': 0.5452199292622377, 'recall': 0.7383900928792569, 'f1-score': 0.6272699453310874, 'support': 1292}}",9.73
2,clf,dtree,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 100}",0.74,0.69,0.77,0.92,0.49,0.21,954.00,338.00,"{'0': {'precision': 0.7676855895196506, 'recall': 0.9213836477987422, 'f1-score': 0.8375416865173891, 'support': 954}, '1': {'precision': 0.4897959183673469, 'recall': 0.21301775147928995, 'f1-score': 0.2969072164948454, 'support': 338}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6287407539434988, 'recall': 0.5672006996390161, 'f1-score': 0.5672244515061173, 'support': 1292}, 'weighted avg': {'precision': 0.6949868984596826, 'recall': 0.7360681114551083, 'f1-score': 0.6961063530285193, 'support': 1292}}",0.74
3,clf,rforest,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 50}",0.74,0.71,0.75,0.99,0.59,0.06,954.00,338.00,"{'0': {'precision': 0.7468253968253968, 'recall': 0.9863731656184487, 'f1-score': 0.8500451671183379, 'support': 954}, '1': {'precision': 0.59375, 'recall': 0.05621301775147929, 'f1-score': 0.10270270270270271, 'support': 338}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.6702876984126984, 'recall': 0.521293091684964, 'f1-score': 0.47637393491052027, 'support': 1292}, 'weighted avg': {'precision': 0.7067793564794338, 'recall': 0.7430340557275542, 'f1-score': 0.6545329744151763, 'support': 1292}}",28.72
4,clf,xgb,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_estimators': 50},0.74,0.69,0.75,0.97,0.52,0.09,954.00,338.00,"{'0': {'precision': 0.75, 'recall': 0.9716981132075472, 'f1-score': 0.8465753424657534, 'support': 954}, '1': {'precision': 0.5178571428571429, 'recall': 0.08579881656804733, 'f1-score': 0.14720812182741116, 'support': 338}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.6339285714285714, 'recall': 0.5287484648877973, 'f1-score': 0.4968917321465823, 'support': 1292}, 'weighted avg': {'precision': 0.6892691287041133, 'recall': 0.739938080495356, 'f1-score': 0.6636139488312646, 'support': 1292}}",0.58
5,clf,gboosting,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,{'n_estimators': 100},0.74,0.69,0.75,0.96,0.52,0.12,954.00,338.00,"{'0': {'precision': 0.7543138866064092, 'recall': 0.9622641509433962, 'f1-score': 0.8456932289267619, 'support': 954}, '1': {'precision': 0.52, 'recall': 0.11538461538461539, 'f1-score': 0.18886198547215496, 'support': 338}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6371569433032046, 'recall': 0.5388243831640058, 'f1-score': 0.5172776071994585, 'support': 1292}, 'weighted avg': {'precision': 0.6930150524942061, 'recall': 0.7407120743034056, 'f1-score': 0.6738596683326, 'support': 1292}}",1.47
6,clf,ada,max,basic,ALL_NO_1_1_1,30_180,included,basic,0.75,{'n_estimators': 10},0.73,0.68,0.76,0.93,0.45,0.17,954.00,338.00,"{'0': {'precision': 0.7590051457975986, 'recall': 0.9276729559748428, 'f1-score': 0.8349056603773585, 'support': 954}, '1': {'precision': 0.4523809523809524, 'recall': 0.16863905325443787, 'f1-score': 0.24568965517241378, 'support': 338}, 'micro avg': {'precision': 0.7291021671826625, 'recall': 0.7291021671826625, 'f1-score': 0.7291021671826625, 'support': 1292}, 'macro avg': {'precision': 0.6056930490892755, 'recall': 0.5481560046146403, 'f1-score': 0.5402976577748861, 'support': 1292}, 'weighted avg': {'precision': 0.678789219036897, 'recall': 0.7291021671826625, 'f1-score': 0.6807609159816377, 'support': 1292}}",1.21
0,reg,kn,max,basic,ALL_NO_1_1_1,30_180,included,basic,23.17,{'n_neighbors': 41},,,,,,,,,22.85,8.20
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,30_180,included,basic,25.09,"{'C': 5, 'gamma': 1}",,,,,,,,,24.85,10.38
2,reg,dtree,max,basic,ALL_NO_1_1_1,30_180,included,basic,22.99,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,,,22.62,0.81
3,reg,rforest,max,basic,ALL_NO_1_1_1,30_180,included,basic,22.47,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,22.48,67.61
4,reg,xgb,max,basic,ALL_NO_1_1_1,30_180,included,basic,22.70,{'n_estimators': 50},,,,,,,,,22.35,0.43
5,reg,gboosting,max,basic,ALL_NO_1_1_1,30_180,included,basic,22.77,{'n_estimators': 50},,,,,,,,,22.40,0.93
6,reg,ada,max,basic,ALL_NO_1_1_1,30_180,included,basic,24.63,{'n_estimators': 10},,,,,,,,,25.71,1.12
0,clf,kn,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,{'n_neighbors': 41},0.77,0.72,0.77,0.99,0.53,0.03,994.00,298.00,"{'0': {'precision': 0.7733333333333333, 'recall': 0.9919517102615694, 'f1-score': 0.8691053327457028, 'support': 994}, '1': {'precision': 0.5294117647058824, 'recall': 0.030201342281879196, 'f1-score': 0.05714285714285715, 'support': 298}, 'micro avg': {'precision': 0.7701238390092879, 'recall': 0.7701238390092879, 'f1-score': 0.770123839009288, 'support': 1292}, 'macro avg': {'precision': 0.6513725490196078, 'recall': 0.5110765262717243, 'f1-score': 0.46312409494428, 'support': 1292}, 'weighted avg': {'precision': 0.7170727857706549, 'recall': 0.7701238390092879, 'f1-score': 0.6818260620571208, 'support': 1292}}",6.78
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,30_180,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.77,0.59,0.77,1.00,0.00,0.00,994.00,298.00,"{'0': {'precision': 0.7693498452012384, 'recall': 1.0, 'f1-score': 0.8696412948381452, 'support': 994}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 298}, 'micro avg': {'precision': 0.7693498452012384, 'recall': 0.7693498452012384, 'f1-score': 0.7693498452012384, 'support': 1292}, 'macro avg': {'precision': 0.3846749226006192, 'recall': 0.5, 'f1-score': 0.4348206474190726, 'support': 1292}, 'weighted avg': {'precision': 0.5918991843111694, 'recall': 0.7693498452012384, 'f1-score': 0.6690583955643316, 'support': 1292}}",9.98
