,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_neighbors': 71},0.74,0.70,0.74,0.99,0.58,0.02,949.00,343.00,"{'0': {'precision': 0.7375, 'recall': 0.9947312961011591, 'f1-score': 0.8470165993719155, 'support': 949}, '1': {'precision': 0.5833333333333334, 'recall': 0.02040816326530612, 'f1-score': 0.039436619718309855, 'support': 343}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6604166666666667, 'recall': 0.5075697296832326, 'f1-score': 0.44322660954511267, 'support': 1292}, 'weighted avg': {'precision': 0.6965718524251807, 'recall': 0.7360681114551083, 'f1-score': 0.6326203663833809, 'support': 1292}}",9.57
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,949.00,343.00,"{'0': {'precision': 0.7345201238390093, 'recall': 1.0, 'f1-score': 0.8469433288710397, 'support': 949}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 343}, 'micro avg': {'precision': 0.7345201238390093, 'recall': 0.7345201238390093, 'f1-score': 0.7345201238390094, 'support': 1292}, 'macro avg': {'precision': 0.36726006191950467, 'recall': 0.5, 'f1-score': 0.42347166443551987, 'support': 1292}, 'weighted avg': {'precision': 0.5395198123244735, 'recall': 0.7345201238390093, 'f1-score': 0.6220969188069788, 'support': 1292}}",10.44
2,clf,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'max_depth': 4, 'min_samples_leaf': 150}",0.74,0.69,0.74,0.98,0.56,0.06,949.00,343.00,"{'0': {'precision': 0.7428343949044586, 'recall': 0.9831401475237092, 'f1-score': 0.8462585034013606, 'support': 949}, '1': {'precision': 0.5555555555555556, 'recall': 0.05830903790087463, 'f1-score': 0.10554089709762533, 'support': 343}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.649194975230007, 'recall': 0.5207245927122919, 'f1-score': 0.47589970024949296, 'support': 1292}, 'weighted avg': {'precision': 0.6931156318265377, 'recall': 0.7376160990712074, 'f1-score': 0.6496128850095795, 'support': 1292}}",0.79
3,clf,rforest,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 10}",0.75,0.72,0.76,0.97,0.64,0.14,949.00,343.00,"{'0': {'precision': 0.7569786535303776, 'recall': 0.9715489989462592, 'f1-score': 0.8509460083064144, 'support': 949}, '1': {'precision': 0.6351351351351351, 'recall': 0.13702623906705538, 'f1-score': 0.22541966426858512, 'support': 343}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 1292}, 'macro avg': {'precision': 0.6960568943327563, 'recall': 0.5542876190066574, 'f1-score': 0.5381828362874997, 'support': 1292}, 'weighted avg': {'precision': 0.7246316513557893, 'recall': 0.75, 'f1-score': 0.6848813519558143, 'support': 1292}}",29.79
4,clf,xgb,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 50},0.74,0.71,0.76,0.95,0.55,0.19,949.00,343.00,"{'0': {'precision': 0.7627551020408163, 'recall': 0.9452054794520548, 'f1-score': 0.844235294117647, 'support': 949}, '1': {'precision': 0.5517241379310345, 'recall': 0.18658892128279883, 'f1-score': 0.2788671023965142, 'support': 343}, 'micro avg': {'precision': 0.7438080495356038, 'recall': 0.7438080495356038, 'f1-score': 0.7438080495356038, 'support': 1292}, 'macro avg': {'precision': 0.6572396199859254, 'recall': 0.5658972003674269, 'f1-score': 0.5615511982570806, 'support': 1292}, 'weighted avg': {'precision': 0.706730627822817, 'recall': 0.7438080495356038, 'f1-score': 0.6941414165941574, 'support': 1292}}",0.48
5,clf,gboosting,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.76,0.94,0.52,0.19,949.00,343.00,"{'0': {'precision': 0.7624356775300172, 'recall': 0.9367755532139094, 'f1-score': 0.8406619385342788, 'support': 949}, '1': {'precision': 0.5238095238095238, 'recall': 0.1924198250728863, 'f1-score': 0.28144989339019194, 'support': 343}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6431226006697706, 'recall': 0.5645976891433978, 'f1-score': 0.5610559159622354, 'support': 1292}, 'weighted avg': {'precision': 0.6990852357915271, 'recall': 0.7391640866873065, 'f1-score': 0.6922023940416923, 'support': 1292}}",1.33
6,clf,ada,max,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 10},0.73,0.69,0.76,0.92,0.48,0.21,949.00,343.00,"{'0': {'precision': 0.7633654688869412, 'recall': 0.9178082191780822, 'f1-score': 0.8334928229665072, 'support': 949}, '1': {'precision': 0.48344370860927155, 'recall': 0.21282798833819241, 'f1-score': 0.29554655870445345, 'support': 343}, 'micro avg': {'precision': 0.7306501547987616, 'recall': 0.7306501547987616, 'f1-score': 0.7306501547987616, 'support': 1292}, 'macro avg': {'precision': 0.6234045887481063, 'recall': 0.5653181037581373, 'f1-score': 0.5645196908354804, 'support': 1292}, 'weighted avg': {'precision': 0.6890518746336589, 'recall': 0.7306501547987616, 'f1-score': 0.6906789153489495, 'support': 1292}}",1.17
0,reg,kn,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.36,{'n_neighbors': 41},,,,,,,,,15.49,10.60
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,60_120,included,basic,16.64,"{'C': 5, 'gamma': 1}",,,,,,,,,16.85,10.75
2,reg,dtree,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.24,"{'max_depth': 5, 'min_samples_leaf': 250}",,,,,,,,,15.26,0.81
3,reg,rforest,max,basic,ALL_NO_1_1_1,60_120,included,basic,14.86,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,15.08,73.08
4,reg,xgb,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.00,{'n_estimators': 50},,,,,,,,,15.24,0.47
5,reg,gboosting,max,basic,ALL_NO_1_1_1,60_120,included,basic,15.08,{'n_estimators': 50},,,,,,,,,15.37,1.07
6,reg,ada,max,basic,ALL_NO_1_1_1,60_120,included,basic,16.82,{'n_estimators': 10},,,,,,,,,16.60,1.32
0,clf,kn,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_neighbors': 111},0.76,0.70,0.76,1.00,0.50,0.01,983.00,309.00,"{'0': {'precision': 0.7616459627329193, 'recall': 0.9979654120040692, 'f1-score': 0.8639365918097754, 'support': 983}, '1': {'precision': 0.5, 'recall': 0.006472491909385114, 'f1-score': 0.012779552715654952, 'support': 309}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.6308229813664596, 'recall': 0.5022189519567272, 'f1-score': 0.43835807226271517, 'support': 1292}, 'weighted avg': {'precision': 0.6990696450204796, 'recall': 0.7608359133126935, 'f1-score': 0.6603703959273581, 'support': 1292}}",8.79
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,1.00,0.00,0.00,983.00,309.00,"{'0': {'precision': 0.7608359133126935, 'recall': 1.0, 'f1-score': 0.8641758241758242, 'support': 983}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 309}, 'micro avg': {'precision': 0.7608359133126935, 'recall': 0.7608359133126935, 'f1-score': 0.7608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.38041795665634676, 'recall': 0.5, 'f1-score': 0.4320879120879121, 'support': 1292}, 'weighted avg': {'precision': 0.5788712869863605, 'recall': 0.7608359133126935, 'f1-score': 0.6574960024495629, 'support': 1292}}",9.69
2,clf,dtree,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,"{'max_depth': 3, 'min_samples_leaf': 20}",0.76,0.71,0.78,0.96,0.48,0.13,983.00,309.00,"{'0': {'precision': 0.7779618889809445, 'recall': 0.9552390640895219, 'f1-score': 0.8575342465753425, 'support': 983}, '1': {'precision': 0.4823529411764706, 'recall': 0.13268608414239483, 'f1-score': 0.20812182741116753, 'support': 309}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6301574150787076, 'recall': 0.5439625741159584, 'f1-score': 0.532828036993255, 'support': 1292}, 'weighted avg': {'precision': 0.7072628449626919, 'recall': 0.7585139318885449, 'f1-score': 0.7022181184625483, 'support': 1292}}",0.75
3,clf,rforest,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 100}",0.76,0.71,0.77,0.98,0.51,0.08,983.00,309.00,"{'0': {'precision': 0.7715205148833467, 'recall': 0.9755849440488301, 'f1-score': 0.8616352201257862, 'support': 983}, '1': {'precision': 0.5102040816326531, 'recall': 0.08090614886731391, 'f1-score': 0.13966480446927373, 'support': 309}, 'micro avg': {'precision': 0.7616099071207431, 'recall': 0.7616099071207431, 'f1-score': 0.7616099071207431, 'support': 1292}, 'macro avg': {'precision': 0.6408622982579999, 'recall': 0.528245546458072, 'f1-score': 0.5006500122975299, 'support': 1292}, 'weighted avg': {'precision': 0.7090230087885601, 'recall': 0.7616099071207431, 'f1-score': 0.6889658250500413, 'support': 1292}}",28.18
4,clf,xgb,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,{'n_estimators': 50},0.76,0.71,0.78,0.96,0.49,0.12,983.00,309.00,"{'0': {'precision': 0.7763157894736842, 'recall': 0.960325534079349, 'f1-score': 0.8585720782173715, 'support': 983}, '1': {'precision': 0.4868421052631579, 'recall': 0.11974110032362459, 'f1-score': 0.19220779220779222, 'support': 309}, 'micro avg': {'precision': 0.7592879256965944, 'recall': 0.7592879256965944, 'f1-score': 0.7592879256965943, 'support': 1292}, 'macro avg': {'precision': 0.631578947368421, 'recall': 0.5400333172014867, 'f1-score': 0.5253899352125818, 'support': 1292}, 'weighted avg': {'precision': 0.7070840801694639, 'recall': 0.7592879256965944, 'f1-score': 0.6992016723528514, 'support': 1292}}",0.47
5,clf,gboosting,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.75,{'n_estimators': 50},0.76,0.71,0.78,0.95,0.48,0.14,983.00,309.00,"{'0': {'precision': 0.7784232365145228, 'recall': 0.9542217700915565, 'f1-score': 0.8574040219378427, 'support': 983}, '1': {'precision': 0.4827586206896552, 'recall': 0.13592233009708737, 'f1-score': 0.21212121212121213, 'support': 309}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.630590928602089, 'recall': 0.5450720500943219, 'f1-score': 0.5347626170295274, 'support': 1292}, 'weighted avg': {'precision': 0.707710878705015, 'recall': 0.7585139318885449, 'f1-score': 0.7030755480730293, 'support': 1292}}",1.22
6,clf,ada,min,basic,ALL_NO_1_1_1,60_120,included,basic,0.74,{'n_estimators': 10},0.75,0.70,0.78,0.94,0.44,0.14,983.00,309.00,"{'0': {'precision': 0.7778709136630344, 'recall': 0.9440488301119023, 'f1-score': 0.8529411764705883, 'support': 983}, '1': {'precision': 0.4444444444444444, 'recall': 0.1423948220064725, 'f1-score': 0.21568627450980396, 'support': 309}, 'micro avg': {'precision': 0.7523219814241486, 'recall': 0.7523219814241486, 'f1-score': 0.7523219814241486, 'support': 1292}, 'macro avg': {'precision': 0.6111576790537394, 'recall': 0.5432218260591875, 'f1-score': 0.5343137254901962, 'support': 1292}, 'weighted avg': {'precision': 0.6981272766749971, 'recall': 0.7523219814241486, 'f1-score': 0.7005326898561283, 'support': 1292}}",1.16
